id,neighbourhood,price,,,,,,,,,,,,,,,,,,
18358140,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
3079305,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
7287822,Jamaica Plain,130.00,,,,,,,,,,,,,,,,,,
10271867,Jamaica Plain,46.00,,,,,,,,,,,,,,,,,,
7879708,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
16891720,Jamaica Plain,120.00,,,,,,,,,,,,,,,,,,
9057435,Jamaica Plain,319.00,,,,,,,,,,,,,,,,,,
5601743,Jamaica Plain,46.00,,,,,,,,,,,,,,,,,,
13334098,Jamaica Plain,149.00,,,,,,,,,,,,,,,,,,
20035860,Jamaica Plain,85.00,,,,,,,,,,,,,,,,,,
799701,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
4405982,Jamaica Plain,399.00,,,,,,,,,,,,,,,,,,
20888247,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
7708436,Jamaica Plain,80.00,,,,,,,,,,,,,,,,,,
14071446,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
4765070,Jamaica Plain,90.00,,,,,,,,,,,,,,,,,,
18955871,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
16119921,Jamaica Plain,55.00,,,,,,,,,,,,,,,,,,
19346178,Jamaica Plain,120.00,,,,,,,,,,,,,,,,,,
19100282,Jamaica Plain,495.00,,,,,,,,,,,,,,,,,,
13344433,Jamaica Plain,170.00,,,,,,,,,,,,,,,,,,
5652147,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
19589363,Jamaica Plain,175.00,,,,,,,,,,,,,,,,,,
13333862,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
20051287,Jamaica Plain,122.00,,,,,,,,,,,,,,,,,,
9532771,Jamaica Plain,80.00,,,,,,,,,,,,,,,,,,
20493376,Jamaica Plain,177.00,,,,,,,,,,,,,,,,,,
13865867,Jamaica Plain,69.00,,,,,,,,,,,,,,,,,,
5212321,Jamaica Plain,187.00,,,,,,,,,,,,,,,,,,
14086550,Jamaica Plain,120.00,,,,,,,,,,,,,,,,,,
21111456,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
210097,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
9057418,Jamaica Plain,179.00,,,,,,,,,,,,,,,,,,
594693,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
1929406,Jamaica Plain,335.00,,,,,,,,,,,,,,,,,,
4583526,Jamaica Plain,195.00,,,,,,,,,,,,,,,,,,
19590968,Jamaica Plain,189.00,,,,,,,,,,,,,,,,,,
9137560,Jamaica Plain,80.00,,,,,,,,,,,,,,,,,,
19361786,Jamaica Plain,37.00,,,,,,,,,,,,,,,,,,
17772521,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
5124772,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
19951509,Jamaica Plain,37.00,,,,,,,,,,,,,,,,,,
732999,Jamaica Plain,225.00,,,,,,,,,,,,,,,,,,
19696922,Jamaica Plain,144.00,,,,,,,,,,,,,,,,,,
8908145,Jamaica Plain,138.00,,,,,,,,,,,,,,,,,,
19836161,Jamaica Plain,61.00,,,,,,,,,,,,,,,,,,
19655883,Jamaica Plain,133.00,,,,,,,,,,,,,,,,,,
4025194,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
20540368,Jamaica Plain,120.00,,,,,,,,,,,,,,,,,,
18263612,Jamaica Plain,87.00,,,,,,,,,,,,,,,,,,
20359898,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
19655359,Jamaica Plain,111.00,,,,,,,,,,,,,,,,,,
8923817,Jamaica Plain,151.00,,,,,,,,,,,,,,,,,,
9676551,Jamaica Plain,69.00,,,,,,,,,,,,,,,,,,
6990904,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
3730447,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
568234,Jamaica Plain,125.00,,,,,,,,,,,,,,,,,,
9549850,Jamaica Plain,85.00,,,,,,,,,,,,,,,,,,
16362002,Jamaica Plain,350.00,,,,,,,,,,,,,,,,,,
9349646,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
9349614,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
13652374,Jamaica Plain,27.00,,,,,,,,,,,,,,,,,,
9590679,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
13137300,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
16494984,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
20572354,Jamaica Plain,225.00,,,,,,,,,,,,,,,,,,
7956634,Jamaica Plain,61.00,,,,,,,,,,,,,,,,,,
20784807,Jamaica Plain,275.00,,,,,,,,,,,,,,,,,,
13363171,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
4223387,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
14868157,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
10627514,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
20998585,Jamaica Plain,159.00,,,,,,,,,,,,,,,,,,
20052971,Jamaica Plain,135.00,,,,,,,,,,,,,,,,,,
12052288,Jamaica Plain,140.00,,,,,,,,,,,,,,,,,,
9212213,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
1885825,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
19588926,Jamaica Plain,140.00,,,,,,,,,,,,,,,,,,
9591772,Jamaica Plain,110.00,,,,,,,,,,,,,,,,,,
16770690,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
17524373,Jamaica Plain,183.00,,,,,,,,,,,,,,,,,,
1058448,Jamaica Plain,80.00,,,,,,,,,,,,,,,,,,
26160,Jamaica Plain,94.00,,,,,,,,,,,,,,,,,,
3156111,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
10004575,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
9575439,Jamaica Plain,80.00,,,,,,,,,,,,,,,,,,
16132162,Jamaica Plain,85.00,,,,,,,,,,,,,,,,,,
8720718,Jamaica Plain,97.00,,,,,,,,,,,,,,,,,,
12888054,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
6465075,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
10921540,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
20754696,Jamaica Plain,110.00,,,,,,,,,,,,,,,,,,
4105704,Jamaica Plain,135.00,,,,,,,,,,,,,,,,,,
17147334,Jamaica Plain,99.00,,,,,,,,,,,,,,,,,,
8283433,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
20817162,Jamaica Plain,40.00,,,,,,,,,,,,,,,,,,
12855005,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
1631942,Jamaica Plain,125.00,,,,,,,,,,,,,,,,,,
10299047,Jamaica Plain,175.00,,,,,,,,,,,,,,,,,,
1222327,Jamaica Plain,178.00,,,,,,,,,,,,,,,,,,
9463444,Jamaica Plain,109.00,,,,,,,,,,,,,,,,,,
21062843,Jamaica Plain,67.00,,,,,,,,,,,,,,,,,,
20773742,Jamaica Plain,180.00,,,,,,,,,,,,,,,,,,
336946,Jamaica Plain,145.00,,,,,,,,,,,,,,,,,,
19571817,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
20732926,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
5874408,Jamaica Plain,60.00,,,,,,,,,,,,,,,,,,
15584456,Jamaica Plain,55.00,,,,,,,,,,,,,,,,,,
9971054,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
6104388,Jamaica Plain,180.00,,,,,,,,,,,,,,,,,,
4792901,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
14573951,Jamaica Plain,122.00,,,,,,,,,,,,,,,,,,
18637173,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
15213580,Jamaica Plain,95.00,,,,,,,,,,,,,,,,,,
20170239,Jamaica Plain,140.00,,,,,,,,,,,,,,,,,,
17523630,Jamaica Plain,165.00,,,,,,,,,,,,,,,,,,
713627,Jamaica Plain,135.00,,,,,,,,,,,,,,,,,,
15917321,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
10494118,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
18112658,Jamaica Plain,84.00,,,,,,,,,,,,,,,,,,
197972,Jamaica Plain,90.00,,,,,,,,,,,,,,,,,,
13426831,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
15147053,Jamaica Plain,225.00,,,,,,,,,,,,,,,,,,
1552406,Jamaica Plain,225.00,,,,,,,,,,,,,,,,,,
750438,Jamaica Plain,85.00,,,,,,,,,,,,,,,,,,
13640138,Jamaica Plain,29.00,,,,,,,,,,,,,,,,,,
18325923,Jamaica Plain,40.00,,,,,,,,,,,,,,,,,,
2875267,Jamaica Plain,173.00,,,,,,,,,,,,,,,,,,
19174144,Jamaica Plain,180.00,,,,,,,,,,,,,,,,,,
18786789,Jamaica Plain,159.00,,,,,,,,,,,,,,,,,,
19111535,Jamaica Plain,175.00,,,,,,,,,,,,,,,,,,
6298216,Jamaica Plain,299.00,,,,,,,,,,,,,,,,,,
21175841,Jamaica Plain,60.00,,,,,,,,,,,,,,,,,,
14474750,Jamaica Plain,139.00,,,,,,,,,,,,,,,,,,
15429538,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
6921672,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
1301822,Jamaica Plain,240.00,,,,,,,,,,,,,,,,,,
6053700,Jamaica Plain,450.00,,,,,,,,,,,,,,,,,,
11553697,Jamaica Plain,200.00,,,,,,,,,,,,,,,,,,
19209936,Jamaica Plain,130.00,,,,,,,,,,,,,,,,,,
17807912,Jamaica Plain,117.00,,,,,,,,,,,,,,,,,,
728238,Jamaica Plain,60.00,,,,,,,,,,,,,,,,,,
20520099,Jamaica Plain,65.00,,,,,,,,,,,,,,,,,,
20038847,Jamaica Plain,151.00,,,,,,,,,,,,,,,,,,
19651694,Jamaica Plain,230.00,,,,,,,,,,,,,,,,,,
6019555,Jamaica Plain,84.00,,,,,,,,,,,,,,,,,,
7986179,Jamaica Plain,95.00,,,,,,,,,,,,,,,,,,
4430821,Jamaica Plain,160.00,,,,,,,,,,,,,,,,,,
2219399,Jamaica Plain,115.00,,,,,,,,,,,,,,,,,,
1187188,Jamaica Plain,220.00,,,,,,,,,,,,,,,,,,
3693850,Jamaica Plain,88.00,,,,,,,,,,,,,,,,,,
7789429,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
957224,Jamaica Plain,275.00,,,,,,,,,,,,,,,,,,
3021862,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
3988018,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
13600618,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
14260905,Jamaica Plain,175.00,,,,,,,,,,,,,,,,,,
1956275,Jamaica Plain,499.00,,,,,,,,,,,,,,,,,,
3987926,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
4119345,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
8160295,Jamaica Plain,120.00,,,,,,,,,,,,,,,,,,
9459945,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
1071235,Jamaica Plain,90.00,,,,,,,,,,,,,,,,,,
2365632,Jamaica Plain,249.00,,,,,,,,,,,,,,,,,,
14415125,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
4233242,Jamaica Plain,109.00,,,,,,,,,,,,,,,,,,
5969920,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
3905508,Jamaica Plain,130.00,,,,,,,,,,,,,,,,,,
5101552,Jamaica Plain,185.00,,,,,,,,,,,,,,,,,,
8067585,Jamaica Plain,82.00,,,,,,,,,,,,,,,,,,
4348422,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
1136972,Jamaica Plain,60.00,,,,,,,,,,,,,,,,,,
1628130,Jamaica Plain,650.00,,,,,,,,,,,,,,,,,,
169938,Jamaica Plain,174.00,,,,,,,,,,,,,,,,,,
743211,Jamaica Plain,575.00,,,,,,,,,,,,,,,,,,
5166870,Jamaica Plain,180.00,,,,,,,,,,,,,,,,,,
777903,Jamaica Plain,85.00,,,,,,,,,,,,,,,,,,
14246616,Jamaica Plain,63.00,,,,,,,,,,,,,,,,,,
4838985,Jamaica Plain,255.00,,,,,,,,,,,,,,,,,,
4331214,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
13621476,Jamaica Plain,95.00,,,,,,,,,,,,,,,,,,
10163454,Jamaica Plain,54.00,,,,,,,,,,,,,,,,,,
349409,Jamaica Plain,250.00,,,,,,,,,,,,,,,,,,
50032,Jamaica Plain,725.00,,,,,,,,,,,,,,,,,,
11739985,Jamaica Plain,199.00,,,,,,,,,,,,,,,,,,
1692573,Jamaica Plain,145.00,,,,,,,,,,,,,,,,,,
12932001,Jamaica Plain,300.00,,,,,,,,,,,,,,,,,,
17666702,Jamaica Plain,105.00,,,,,,,,,,,,,,,,,,
18448985,Jamaica Plain,75.00,,,,,,,,,,,,,,,,,,
14161407,Jamaica Plain,180.00,,,,,,,,,,,,,,,,,,
13751426,Jamaica Plain,70.00,,,,,,,,,,,,,,,,,,
12997241,Jamaica Plain,110.00,,,,,,,,,,,,,,,,,,
14668276,Jamaica Plain,100.00,,,,,,,,,,,,,,,,,,
4526315,Jamaica Plain,500.00,,,,,,,,,,,,,,,,,,
381187,Jamaica Plain,450.00,,,,,,,,,,,,,,,,,,
6764572,Jamaica Plain,99.00,,,,,,,,,,,,,,,,,,
16536379,Jamaica Plain,50.00,,,,,,,,,,,,,,,,,,
19590313,Jamaica Plain,150.00,,,,,,,,,,,,,,,,,,
18240259,Jamaica Plain,90.00,,,,,,,,,,,,,,,,,,
1528568,Jamaica Plain,128.00,,,,,,,,,,,,,,,,,,
3493840,Jamaica Plain,98.00,,,,,,,,,,,,,,,,,,
1167221,Jamaica Plain,90.00,,,,,,,,,,,,,,,,,,
17158062,Jamaica Plain,245.00,,,,,,,,,,,,,,,,,,
16977823,Jamaica Plain,78.00,,,,,,,,,,,,,,,,,,
