id,property_type,room_type,accommodates,bathrooms,bedrooms,beds
13652639,Apartment,Entire home/apt,6,1,3,3
14426987,Apartment,Private room,4,1.5,2,3
20862114,Condominium,Entire home/apt,16,4,7,13
14418787,Apartment,Private room,3,1,1,3
18789496,House,Private room,1,2,1,1
13513696,Apartment,Entire home/apt,4,1,2,2
18473519,Apartment,Private room,2,1,1,1
9834532,House,Entire home/apt,6,2,2,3
8442154,Townhouse,Entire home/apt,7,1.5,3,4
13422887,Apartment,Private room,1,1,1,1
5726867,Apartment,Entire home/apt,2,1,1,1
4263736,Apartment,Private room,2,1,1,1
6819620,Apartment,Private room,1,1,1,1
69369,Apartment,Private room,2,1,1,1
349347,Apartment,Entire home/apt,2,1,1,2
18893583,Apartment,Private room,2,2,1,2
18899037,House,Private room,2,2,1,1
15453527,Apartment,Private room,1,1.5,1,1
19631414,Apartment,Private room,2,1,1,1
13239882,Apartment,Private room,1,1,1,1
19303637,Other,Private room,2,1,1,2
8735827,Apartment,Private room,2,1,1,1
8703026,Apartment,Shared room,1,1,1,1
13978700,Apartment,Entire home/apt,8,2,3,4
3705824,Apartment,Private room,1,1,1,1
8014642,House,Private room,2,1,1,1
20819948,Apartment,Private room,2,1,1,2
1175376,Apartment,Entire home/apt,6,1,2,2
15085512,Townhouse,Private room,2,1.5,1,1
7293671,House,Private room,2,2.5,1,1
658029,Apartment,Entire home/apt,4,1,1,1
16878187,Apartment,Entire home/apt,8,3,4,4
20023865,Apartment,Private room,2,1,1,1
20023862,Apartment,Private room,2,1,1,1
20023858,Apartment,Private room,2,1,1,1
8420883,House,Private room,3,2,1,3
20023852,Apartment,Private room,2,1,1,1
1550047,Apartment,Entire home/apt,7,2,3,3
15232044,Apartment,Private room,4,1,2,1
17942707,Apartment,Entire home/apt,4,1,1,3
7618925,Apartment,Entire home/apt,8,2,4,5
8734707,Apartment,Private room,2,1,1,1
17779084,Apartment,Private room,1,1.5,1,1
6080461,Apartment,Entire home/apt,4,1,0,2
19351506,Apartment,Entire home/apt,4,1,1,3
14813006,Apartment,Entire home/apt,15,2,4,9
13797162,Apartment,Entire home/apt,2,1,1,1
17745620,House,Entire home/apt,16,3,5,16
19138622,Apartment,Entire home/apt,4,1,1,2
15468130,Apartment,Entire home/apt,4,1,1,2
20858430,Condominium,Entire home/apt,9,1.5,3,5
5358934,Apartment,Private room,1,1,1,1
13796564,House,Private room,2,0.5,1,1
15041272,Apartment,Entire home/apt,16,3,5,10
8495348,House,Private room,2,1,1,1
19694238,Condominium,Entire home/apt,4,1,2,2
20693094,Apartment,Private room,2,1,1,1
6780300,Apartment,Private room,2,1,1,1
14337161,Apartment,Entire home/apt,2,1,1,1
8815738,Apartment,Entire home/apt,4,2,2,2
3343428,Apartment,Private room,2,1,1,1
15139846,Apartment,Entire home/apt,5,1,2,2
18777049,House,Private room,2,2,1,1
17744380,Apartment,Entire home/apt,15,2,4,11
15122796,House,Private room,2,1,1,1
14091605,Loft,Private room,2,1,1,1
12308161,Apartment,Private room,3,1,1,1
14994629,Condominium,Private room,2,1,1,1
2846739,House,Private room,1,1,1,1
10656899,Apartment,Private room,2,1.5,1,1
8193344,Condominium,Private room,2,1.5,1,1
20902198,Apartment,Private room,2,1,1,1
10391455,Apartment,Private room,2,1,1,1
2292495,Apartment,Entire home/apt,4,1,1,1
8301926,Apartment,Private room,2,1,1,1
990668,Apartment,Private room,2,1.5,1,1
2694019,Apartment,Entire home/apt,3,1,1,1
5783197,Apartment,Entire home/apt,5,2,3,4
2737853,Apartment,Entire home/apt,3,1,1,1
18158828,Apartment,Private room,1,1.5,1,1
17481668,Apartment,Private room,2,1,1,1
2134805,Apartment,Private room,2,2,1,1
18808240,Apartment,Entire home/apt,2,1,0,1
19316580,Apartment,Private room,2,1,1,1
6134013,House,Private room,2,1,1,1
19996962,Apartment,Private room,1,1,1,1
12496332,Apartment,Private room,2,1,1,1
15267069,Apartment,Private room,2,1.5,1,1
6287797,Apartment,Private room,2,1,1,1
5932402,Apartment,Private room,2,1,1,1
6444303,Apartment,Private room,2,1,1,1
13377097,Townhouse,Private room,2,1,0,1
21165010,Apartment,Private room,2,1,1,1
1425973,House,Private room,6,3,3,3
225224,House,Private room,1,,1,1
5153080,Apartment,Private room,2,1,1,1
1899770,Apartment,Private room,2,1,1,1
14591627,Condominium,Private room,3,1.5,1,2
19892110,Townhouse,Private room,1,1,1,1
20297439,Condominium,Entire home/apt,4,1,1,2
18411906,House,Private room,1,1,1,1
16322139,Apartment,Private room,2,1,1,1
7755144,Apartment,Entire home/apt,3,1,1,1
13460331,Apartment,Private room,2,1.5,1,1
5734770,Apartment,Private room,2,1,1,1
639101,Guesthouse,Private room,2,1,1,1
21177049,Apartment,Private room,1,1,1,1
6168687,Apartment,Private room,1,1.5,1,1
12979965,Condominium,Private room,2,1.5,1,1
8129715,Apartment,Private room,4,1,1,3
12712045,Apartment,Private room,2,1,1,1
6239039,Apartment,Private room,2,1,1,1
11857549,Condominium,Private room,2,1,1,1
22354,Bed & Breakfast,Private room,1,,1,1
8631257,Loft,Private room,1,1.5,1,1
16288361,Apartment,Entire home/apt,4,1,1,2
9197535,Apartment,Private room,1,1,1,1
18412267,House,Private room,1,1,1,1
2601744,Apartment,Private room,4,2,2,2
11927580,Condominium,Entire home/apt,3,1,0,1
11841986,Apartment,Entire home/apt,4,1,2,3
12253029,Apartment,Entire home/apt,2,1,0,1
13494185,Townhouse,Entire home/apt,2,1,0,1
20248640,Condominium,Entire home/apt,4,1,1,2
17300267,Apartment,Entire home/apt,4,1,1,2
14770892,Condominium,Entire home/apt,4,2,2,2
2326445,Apartment,Entire home/apt,2,1,0,1
2683284,Apartment,Entire home/apt,4,1,1,2
15022444,Apartment,Entire home/apt,4,1,1,2
6075154,House,Entire home/apt,2,1.5,1,1
4364989,Apartment,Entire home/apt,4,1,1,2
16037167,House,Entire home/apt,10,2,5,7
7205210,Apartment,Entire home/apt,2,1,1,1
8006992,Apartment,Entire home/apt,3,1,1,1
13707814,Condominium,Entire home/apt,3,1,2,2
18888469,Condominium,Entire home/apt,2,1,1,1
5075267,Apartment,Entire home/apt,2,1,0,1
6810723,Apartment,Entire home/apt,2,1,0,1
21149129,Apartment,Entire home/apt,2,1,0,2
7511737,Apartment,Entire home/apt,2,1,0,1
8206536,Apartment,Entire home/apt,2,1,0,1
6762011,Apartment,Entire home/apt,2,1,0,1
12049787,Condominium,Entire home/apt,2,1,0,2
5582163,Apartment,Entire home/apt,2,1,1,1
8303267,House,Entire home/apt,10,4.5,5,6
4294557,Condominium,Entire home/apt,5,2.5,2,2
650956,Apartment,Entire home/apt,6,1.5,2,3
8200839,Condominium,Private room,2,1.5,1,1
15905164,Apartment,Private room,2,1,1,1
12384469,Apartment,Entire home/apt,2,1,1,1
20740912,Apartment,Entire home/apt,4,1,2,2
322593,Apartment,Entire home/apt,2,1,1,1
18975041,Apartment,Entire home/apt,5,1,2,2
585148,Apartment,Entire home/apt,2,1,1,1
6348631,Apartment,Entire home/apt,2,1,2,1
12290886,Apartment,Entire home/apt,4,1,1,2
6763409,Apartment,Entire home/apt,2,1,0,1
8082512,Apartment,Entire home/apt,2,1,0,1
8025718,Apartment,Entire home/apt,2,1,0,1
7476340,Apartment,Entire home/apt,2,1,0,1
11041684,Apartment,Entire home/apt,2,1,0,1
989163,Apartment,Entire home/apt,2,1,1,1
1077105,Apartment,Entire home/apt,2,1,,1
1275498,Apartment,Entire home/apt,2,1,1,1
5867761,Apartment,Private room,1,1,1,1
8970393,Apartment,Entire home/apt,4,1,1,2
9446242,Apartment,Private room,1,1,1,1
12508801,Apartment,Entire home/apt,2,1,1,2
15356642,Apartment,Entire home/apt,4,1,1,1
20955187,Apartment,Entire home/apt,4,1,2,2
20152320,Apartment,Entire home/apt,4,1,2,2
12812461,Apartment,Entire home/apt,2,1.5,1,1
16531634,Apartment,Entire home/apt,6,1.5,2,4
21184814,Condominium,Entire home/apt,6,2.5,2,3
6793945,Apartment,Entire home/apt,4,1,1,2
21196094,Apartment,Private room,1,1,0,1
12287958,Apartment,Entire home/apt,2,1,0,1
5714786,Apartment,Entire home/apt,2,1,0,1
17529340,Apartment,Entire home/apt,2,1,1,1
1489289,Apartment,Entire home/apt,2,1,1,1
13171246,Apartment,Entire home/apt,4,1,2,2
6355733,Apartment,Private room,2,1,1,1
18890604,Other,Entire home/apt,2,1,0,1
5012354,Apartment,Entire home/apt,2,2.5,1,1
2372987,Apartment,Entire home/apt,2,1,1,1
11060140,Apartment,Entire home/apt,2,1,0,1
11686744,Condominium,Entire home/apt,2,1,1,1
11547657,Apartment,Entire home/apt,3,1,0,1
16618214,Apartment,Entire home/apt,4,1,1,1
17609053,Apartment,Entire home/apt,4,1,2,2
16334635,Apartment,Entire home/apt,3,1,1,1
466300,Apartment,Entire home/apt,3,1,1,1
5976821,Condominium,Shared room,3,1,1,1
7694559,Apartment,Entire home/apt,2,1,0,1
15609432,House,Entire home/apt,4,1,2,2
2495047,Apartment,Entire home/apt,1,1,0,1
20137739,Apartment,Entire home/apt,4,1.5,2,2
5074924,Apartment,Entire home/apt,2,1,0,1
20648928,Apartment,Entire home/apt,4,1,2,2
20229074,Condominium,Entire home/apt,2,1,1,1
4860853,Apartment,Entire home/apt,2,1,0,1
11873789,Apartment,Entire home/apt,3,1,2,2
4549374,Apartment,Entire home/apt,3,1,1,1
14981303,Guest suite,Entire home/apt,2,1,0,1
8596566,Apartment,Entire home/apt,4,1,2,2
14461998,Apartment,Entire home/apt,3,1,0,1
8406972,Apartment,Entire home/apt,5,1,1,1
7294565,Apartment,Private room,2,1.5,1,1
1214214,Apartment,Entire home/apt,3,2,2,2
27141,Apartment,Entire home/apt,2,1,1,1
18213171,Condominium,Entire home/apt,2,1,1,1
9949819,Apartment,Shared room,2,1.5,1,1
1200502,Apartment,Entire home/apt,2,1,1,1
18311092,Condominium,Entire home/apt,3,1,0,1
20085832,Apartment,Entire home/apt,6,2,2,3
5433246,Apartment,Private room,2,1,1,1
8988506,Apartment,Entire home/apt,6,2,2,3
8403945,Apartment,Entire home/apt,2,1,0,1
19982161,Apartment,Entire home/apt,2,1,0,1
17810293,Apartment,Entire home/apt,2,1,1,1
8480507,Apartment,Entire home/apt,4,1.5,1,1
9870,Apartment,Entire home/apt,2,1,1,1
21047722,Apartment,Entire home/apt,3,1.5,2,2
2549840,Apartment,Entire home/apt,8,2.5,3,4
21080162,Loft,Entire home/apt,3,1,1,1
9853959,Apartment,Entire home/apt,4,1,1,2
7694365,Apartment,Entire home/apt,2,1,0,1
21139451,Apartment,Entire home/apt,4,1,2,2
17000454,Apartment,Entire home/apt,2,1,1,1
9765,Apartment,Entire home/apt,2,1,,1
798957,Apartment,Entire home/apt,4,2,2,2
9430774,Loft,Entire home/apt,2,1,1,1
1365335,Apartment,Entire home/apt,3,1,1,1
20679356,Apartment,Private room,2,1,1,1
5826159,Apartment,Entire home/apt,2,1,1,1
19571919,Condominium,Entire home/apt,4,1,2,2
8316068,Condominium,Private room,2,1.5,1,1
11902134,Apartment,Entire home/apt,4,1,2,2
8987722,Apartment,Entire home/apt,4,1,1,2
851927,Apartment,Entire home/apt,1,1,1,1
13477286,Apartment,Entire home/apt,5,2,3,4
19195239,Apartment,Entire home/apt,2,1,0,1
5088560,Condominium,Entire home/apt,4,2,2,2
9757412,Apartment,Private room,1,1,1,1
20443029,Condominium,Entire home/apt,6,1,3,3
15718719,Apartment,Entire home/apt,3,1,1,1
4278067,Apartment,Entire home/apt,4,1,0,1
15164324,Apartment,Entire home/apt,6,2,2,3
8381472,Apartment,Entire home/apt,4,2,2,2
17994861,Apartment,Entire home/apt,4,1,2,3
15885237,Apartment,Private room,1,1,1,1
8201104,Condominium,Entire home/apt,5,1.5,3,3
10427199,Apartment,Entire home/apt,2,1,0,1
15048978,Apartment,Entire home/apt,4,1,1,1
6854216,Condominium,Entire home/apt,2,1,1,1
13378923,Townhouse,Entire home/apt,2,1,0,1
7856208,Apartment,Private room,2,1,1,1
6758462,Apartment,Entire home/apt,2,1,0,1
3432438,Apartment,Entire home/apt,3,1,1,2
8595650,Apartment,Entire home/apt,4,1,1,1
6758443,Apartment,Entire home/apt,2,1,1,1
16490513,Apartment,Private room,6,2,2,1
7513605,Apartment,Entire home/apt,2,1,0,1
6939097,Apartment,Entire home/apt,4,1,2,2
20914641,Apartment,Entire home/apt,2,1,1,1
14819274,Apartment,Entire home/apt,2,1,1,1
19750771,Apartment,Entire home/apt,3,1,0,2
15064899,House,Shared room,2,1,1,1
6758482,Apartment,Entire home/apt,2,1,0,1
10083878,Apartment,Entire home/apt,4,1,1,1
10427882,Apartment,Entire home/apt,2,1,1,1
639111,Guesthouse,Private room,3,1,1,2
1183032,Apartment,Entire home/apt,2,1,1,1
5885130,Apartment,Entire home/apt,2,1,1,1
7740592,House,Entire home/apt,4,2.5,2,2
20929696,Apartment,Entire home/apt,2,1,1,1
17285926,House,Entire home/apt,2,1.5,1,1
9821291,Apartment,Entire home/apt,4,1,1,2
19504228,Apartment,Entire home/apt,2,1,1,1
16721130,Apartment,Entire home/apt,3,1,1,2
19720777,Condominium,Entire home/apt,4,1,2,2
9731479,Apartment,Entire home/apt,4,1,2,2
11590512,Condominium,Entire home/apt,2,1,1,1
318050,Condominium,Private room,2,1,1,1
20585140,Apartment,Entire home/apt,2,1,1,1
4364925,Apartment,Entire home/apt,7,1,2,3
7592616,Apartment,Entire home/apt,2,1,1,1
13605430,Condominium,Entire home/apt,2,1,2,1
1038465,House,Private room,1,1,1,1
10656206,Apartment,Entire home/apt,4,1,2,2
14981534,Guest suite,Entire home/apt,2,1,1,1
11213228,Apartment,Entire home/apt,7,2,2,5
18782625,Condominium,Entire home/apt,4,1,2,1
9148781,Apartment,Entire home/apt,2,1,1,1
1810397,Apartment,Entire home/apt,8,2.5,3,4
5532549,Apartment,Entire home/apt,6,1,2,3
19159379,Apartment,Entire home/apt,2,1,0,1
6068207,Apartment,Private room,2,1,1,1
12916551,Apartment,Entire home/apt,4,1,1,2
20772407,Condominium,Entire home/apt,4,1,2,2
7214920,Condominium,Entire home/apt,3,1,2,2
16930596,Other,Entire home/apt,2,1,0,1
17700561,Condominium,Entire home/apt,3,1,2,2
8902304,Condominium,Entire home/apt,4,1,2,2
16881821,Apartment,Private room,2,1.5,1,1
9508975,Apartment,Entire home/apt,4,1,2,2
6759439,Apartment,Entire home/apt,2,1,0,1
6972426,Townhouse,Entire home/apt,4,2.5,2,2
14522631,Apartment,Entire home/apt,4,1,1,2
13697966,Apartment,Entire home/apt,2,1,0,2
9864083,Apartment,Entire home/apt,2,1,1,1
11588543,Apartment,Entire home/apt,3,1,2,2
3601030,Apartment,Entire home/apt,3,1,1,2
13995573,Apartment,Entire home/apt,8,2,3,4
4461901,Apartment,Entire home/apt,2,1,1,1
16733496,Apartment,Entire home/apt,5,1,2,3
5639731,Apartment,Entire home/apt,2,1,0,1
4461846,Apartment,Entire home/apt,2,1,0,1
18699534,Condominium,Entire home/apt,4,1.5,2,2
11687122,Condominium,Entire home/apt,2,1,1,1
824244,Apartment,Private room,4,1,1,1
18617002,Apartment,Entire home/apt,4,1,1,1
10671192,Apartment,Entire home/apt,2,1,1,2
11687031,Condominium,Entire home/apt,2,1,1,1
3969526,Apartment,Entire home/apt,4,1,2,2
4588530,Apartment,Entire home/apt,3,1,1,1
19457729,Apartment,Entire home/apt,4,1,2,2
5640375,Apartment,Entire home/apt,2,1,0,1
17567087,Apartment,Entire home/apt,6,1,2,3
7196771,Apartment,Entire home/apt,2,1,1,1
20317526,Other,Entire home/apt,2,1,0,1
16930825,Other,Entire home/apt,4,1,0,1
18124698,Apartment,Entire home/apt,4,1,1,2
13029806,Apartment,Entire home/apt,4,1,1,2
11856912,Apartment,Entire home/apt,4,2,2,2
2215762,Apartment,Entire home/apt,2,1,1,1
14372667,Apartment,Entire home/apt,2,1,1,1
7540480,Apartment,Entire home/apt,4,1,1,2
6426364,Apartment,Entire home/apt,4,1,1,1
2301709,Apartment,Entire home/apt,6,1.5,2,2
17616603,Apartment,Entire home/apt,4,1,1,2
1106555,Other,Shared room,1,0,1,1
11710680,Apartment,Entire home/apt,4,1,2,2
13078164,Apartment,Entire home/apt,2,1,1,1
14094279,Apartment,Private room,2,2,1,1
20582355,Apartment,Entire home/apt,4,1,2,2
19303980,Apartment,Entire home/apt,4,1,1,2
15420883,Apartment,Entire home/apt,2,1,1,1
18637999,Apartment,Entire home/apt,2,1,0,1
10227043,Apartment,Entire home/apt,4,2,2,2
20582092,Apartment,Entire home/apt,2,1,1,1
2395326,Condominium,Entire home/apt,2,1,1,1
19603347,Other,Entire home/apt,2,1,0,2
7916575,Apartment,Entire home/apt,2,1,0,1
8211468,Apartment,Entire home/apt,2,1,1,1
19087238,Condominium,Entire home/apt,3,1,1,2
7714627,Apartment,Entire home/apt,3,1,1,1
14125957,Apartment,Entire home/apt,2,1,0,1
4623114,Apartment,Entire home/apt,2,1,0,1
526970,House,Private room,2,1,1,1
2640459,Apartment,Entire home/apt,2,1,1,1
8014383,Other,Entire home/apt,3,1,1,1
6850880,Apartment,Entire home/apt,2,1,0,1
6851459,Apartment,Entire home/apt,2,1,0,1
6851460,Apartment,Entire home/apt,2,1,0,1
8309604,Apartment,Entire home/apt,4,1,2,2
7965521,Apartment,Entire home/apt,2,1,1,1
17138041,Apartment,Entire home/apt,7,1,2,4
9208166,Apartment,Entire home/apt,6,2,2,3
12094488,Condominium,Entire home/apt,2,1,2,2
8575476,Apartment,Entire home/apt,2,1,0,1
17015212,Apartment,Entire home/apt,12,2,2,2
14489201,Apartment,Entire home/apt,2,1,0,1
13912472,Apartment,Entire home/apt,4,1,1,2
19220895,Apartment,Entire home/apt,4,1,2,3
7342489,Apartment,Entire home/apt,4,1,2,2
14991767,Apartment,Entire home/apt,4,1,1,3
11470818,Apartment,Entire home/apt,2,1,1,1
5769127,Apartment,Entire home/apt,2,1,0,1
20989824,Apartment,Entire home/apt,2,1,1,1
8439661,Apartment,Entire home/apt,6,1.5,2,2
19744604,Apartment,Entire home/apt,4,1,1,1
7620413,Condominium,Entire home/apt,2,2,1,1
16631575,Apartment,Entire home/apt,2,1,1,1
15517432,Condominium,Entire home/apt,3,1,1,2
7275108,Condominium,Entire home/apt,6,1,2,3
19122257,Condominium,Private room,1,1,1,1
9094794,Apartment,Entire home/apt,4,2,2,2
5768819,Apartment,Entire home/apt,2,1,0,1
5588537,Apartment,Entire home/apt,2,1,1,1
7325084,Apartment,Entire home/apt,2,1,0,1
15451419,Apartment,Entire home/apt,3,2,2,2
5932267,Apartment,Entire home/apt,2,1,1,1
18137221,Apartment,Entire home/apt,2,1,1,1
901914,Apartment,Entire home/apt,2,1,1,1
5718801,Apartment,Entire home/apt,2,1,0,1
6276572,Apartment,Entire home/apt,2,1,1,1
4410142,Apartment,Entire home/apt,3,1,1,1
9207914,Apartment,Entire home/apt,4,1,1,2
8815257,Apartment,Entire home/apt,6,2,2,3
20409108,Townhouse,Entire home/apt,8,5,4,4
17962385,House,Entire home/apt,2,1,1,1
12318093,Apartment,Entire home/apt,2,1,0,1
1252289,Apartment,Private room,2,1,1,1
10634364,Apartment,Entire home/apt,4,1,1,1
7575052,Apartment,Entire home/apt,4,1,1,2
14709217,Apartment,Entire home/apt,2,1,1,1
18230092,Apartment,Entire home/apt,6,2,2,2
7421361,Apartment,Entire home/apt,5,1,2,2
7368611,Apartment,Entire home/apt,4,1,2,2
5718921,Apartment,Entire home/apt,5,1,2,2
4178790,Apartment,Entire home/apt,6,1.5,2,3
14680277,Apartment,Entire home/apt,3,1,1,2
13378987,Condominium,Entire home/apt,7,2,4,5
13378936,Townhouse,Entire home/apt,4,1,1,2
19996755,Apartment,Entire home/apt,6,1.5,2,3
19661260,Dorm,Private room,2,1,1,1
4912544,Apartment,Entire home/apt,4,1,2,2
442735,Apartment,Entire home/apt,5,1,2,3
8410270,Apartment,Entire home/apt,2,1,1,1
14441447,Apartment,Private room,1,1,1,1
18879448,Apartment,Private room,2,1,1,1
11712306,Apartment,Private room,2,1,1,1
6552654,Apartment,Entire home/apt,2,1,1,1
18823105,Apartment,Entire home/apt,7,1,2,4
17903944,Apartment,Entire home/apt,3,1,0,2
12268144,Apartment,Entire home/apt,2,1,1,1
17134163,Apartment,Entire home/apt,4,1,2,2
10812807,Apartment,Entire home/apt,2,1,1,1
8577620,Apartment,Entire home/apt,2,1,1,1
7749568,Apartment,Entire home/apt,4,1,1,1
7240149,Apartment,Entire home/apt,3,1,1,1
10859498,Apartment,Entire home/apt,6,1,2,2
10860611,Apartment,Private room,2,1,1,1
7125052,Apartment,Private room,2,1.5,1,1
847808,Other,Private room,2,,1,1
18169357,Condominium,Private room,1,1,0,1
19182228,Apartment,Private room,2,1,1,1
13090471,Apartment,Private room,1,1,1,1
18070939,Apartment,Entire home/apt,2,1,0,1
14808631,Apartment,Entire home/apt,4,1,0,2
472070,Apartment,Entire home/apt,5,1,2,2
12086434,Apartment,Entire home/apt,2,1,0,1
20560553,Apartment,Entire home/apt,2,1,0,1
20574167,Apartment,Entire home/apt,4,1,0,2
17794571,Apartment,Entire home/apt,3,1,1,1
12441,Apartment,Entire home/apt,6,3,3,3
4409819,Apartment,Entire home/apt,3,1,1,2
11122394,Apartment,Entire home/apt,4,1,2,3
19282141,Apartment,Entire home/apt,3,1,1,1
12020829,Apartment,Entire home/apt,4,1,2,2
20871446,Apartment,Entire home/apt,4,1,1,1
19033484,Apartment,Entire home/apt,2,1,1,1
311240,Apartment,Entire home/apt,2,1,0,1
12154934,Apartment,Entire home/apt,3,1,1,1
13589,Apartment,Entire home/apt,6,2,3,3
15264864,Apartment,Entire home/apt,4,1,1,1
28150,Apartment,Entire home/apt,2,1,1,1
10084216,Apartment,Entire home/apt,3,1,1,2
19264842,Apartment,Entire home/apt,6,0.5,2,2
13218392,Apartment,Entire home/apt,2,1,0,1
20475756,Apartment,Entire home/apt,4,1,1,2
7728508,Apartment,Entire home/apt,2,1,0,0
4143561,Apartment,Entire home/apt,5,1,2,3
16755381,Apartment,Entire home/apt,4,1,1,2
15166858,Apartment,Entire home/apt,4,1,0,2
19545605,Apartment,Entire home/apt,4,1,1,2
19265951,Apartment,Entire home/apt,5,1,2,3
5455004,Apartment,Entire home/apt,5,2,2,3
1964878,Apartment,Entire home/apt,5,1,2,3
20067972,Apartment,Entire home/apt,3,1,1,2
19135407,Apartment,Entire home/apt,2,1,0,1
20052692,Apartment,Entire home/apt,4,1,2,2
9993602,Apartment,Entire home/apt,3,1,1,1
6075481,Apartment,Entire home/apt,4,1,0,1
15318231,Apartment,Entire home/apt,3,1,1,1
9631816,Apartment,Entire home/apt,1,1,0,1
9992751,Apartment,Entire home/apt,5,2,2,2
18755741,Apartment,Entire home/apt,2,1,1,1
13614982,Apartment,Entire home/apt,4,1,1,2
12205324,Apartment,Entire home/apt,3,1,1,1
7159343,Apartment,Entire home/apt,4,1,1,1
2108738,Apartment,Entire home/apt,2,1,0,1
17152472,Apartment,Entire home/apt,2,1,0,1
15907942,Apartment,Entire home/apt,2,1,1,1
16890546,Condominium,Entire home/apt,6,2.5,3,3
16961415,Apartment,Entire home/apt,2,1,1,2
18325968,Apartment,Entire home/apt,2,1,0,1
5280183,Apartment,Entire home/apt,2,1,0,1
11275963,Apartment,Entire home/apt,2,1,0,1
12168286,Apartment,Entire home/apt,1,1,0,1
14041036,Apartment,Entire home/apt,3,1,0,2
15154816,Condominium,Entire home/apt,1,1,0,1
19820827,Apartment,Entire home/apt,6,1,3,3
19982015,Apartment,Entire home/apt,1,1,0,1
4358181,Apartment,Entire home/apt,2,1,0,1
15417450,Apartment,Entire home/apt,6,1,3,3
20070537,Apartment,Entire home/apt,4,1,1,2
1589392,Apartment,Entire home/apt,2,1,0,1
4870883,Apartment,Entire home/apt,2,1,0,1
4887325,Apartment,Private room,1,1,1,1
17095403,Apartment,Private room,1,1,1,1
17039358,Apartment,Entire home/apt,6,1,2,3
4603803,Apartment,Private room,2,1,1,1
13926272,Apartment,Entire home/apt,2,1,1,1
6323935,Apartment,Entire home/apt,2,1,1,1
14040844,Apartment,Entire home/apt,3,1,0,2
9698823,Apartment,Entire home/apt,3,1,2,1
5455293,Apartment,Entire home/apt,5,2,2,3
15121740,Condominium,Entire home/apt,2,1,1,1
13466910,Apartment,Entire home/apt,9,1.5,2,4
10138904,Apartment,Entire home/apt,8,2,3,3
15580808,Apartment,Entire home/apt,4,1,2,2
9993826,Apartment,Entire home/apt,3,3,1,1
19364977,Apartment,Entire home/apt,2,1,1,1
9239512,Apartment,Entire home/apt,5,1.5,2,2
9992532,Apartment,Entire home/apt,5,2,2,2
20970394,Condominium,Entire home/apt,5,2.5,3,3
7961477,Apartment,Entire home/apt,4,1,1,2
13433298,Condominium,Entire home/apt,3,1,0,2
12286410,Apartment,Entire home/apt,4,1,1,2
1948096,Apartment,Entire home/apt,4,1.5,2,2
9238963,Apartment,Entire home/apt,3,1,0,1
5454513,Apartment,Entire home/apt,5,2,2,3
12897110,Condominium,Entire home/apt,4,1,1,1
13592,Apartment,Entire home/apt,4,1.5,2,2
7731797,Apartment,Entire home/apt,2,1,0,1
18119256,Apartment,Entire home/apt,4,1,1,2
19052102,Apartment,Entire home/apt,4,1,1,2
3601254,Apartment,Entire home/apt,2,1,0,1
10266928,Apartment,Entire home/apt,2,1,1,1
7698631,Apartment,Entire home/apt,6,2,2,3
4603588,Apartment,Entire home/apt,3,1,1,1
3591388,Apartment,Entire home/apt,2,1,1,1
13711334,Apartment,Entire home/apt,4,1,1,2
9992143,Apartment,Entire home/apt,5,2,2,2
2881388,Condominium,Entire home/apt,7,2,3,3
6879036,Apartment,Entire home/apt,2,1,0,1
20068164,Apartment,Entire home/apt,5,1.5,3,3
14217967,Apartment,Entire home/apt,2,1,0,1
9346513,Condominium,Entire home/apt,2,1,1,1
1143410,Apartment,Entire home/apt,4,2.5,3,2
4044840,Apartment,Entire home/apt,3,1,1,2
9920084,Apartment,Entire home/apt,5,1.5,2,2
8188894,Apartment,Entire home/apt,2,1,1,1
19050865,Apartment,Entire home/apt,4,1,1,2
11121872,Apartment,Private room,2,1,1,1
1179165,Apartment,Entire home/apt,3,1,1,1
19051657,Apartment,Entire home/apt,4,1,1,2
17936963,Apartment,Entire home/apt,2,1,0,1
18898292,Condominium,Entire home/apt,4,1,1,2
19247246,Apartment,Entire home/apt,4,1,2,2
14397533,Apartment,Entire home/apt,4,1,1,2
15173640,Apartment,Entire home/apt,2,1,0,1
15397125,Apartment,Entire home/apt,8,2.5,4,5
21147304,Apartment,Entire home/apt,3,1,1,2
16347088,Loft,Entire home/apt,2,1,0,1
847856,Bed & Breakfast,Private room,2,,1,1
18636101,Apartment,Entire home/apt,3,1,0,1
19181423,Apartment,Entire home/apt,2,1,1,1
17559377,Apartment,Entire home/apt,4,1,1,2
15134020,Apartment,Entire home/apt,8,1.5,3,3
18789646,Apartment,Entire home/apt,8,2,3,3
19065795,Apartment,Entire home/apt,4,1,1,2
4500409,Apartment,Entire home/apt,2,1,0,1
18508731,Apartment,Entire home/apt,2,1,1,1
7007801,Apartment,Entire home/apt,3,1,1,1
18214440,Apartment,Entire home/apt,4,2,2,3
17591837,Apartment,Entire home/apt,4,1,1,1
14855656,Apartment,Entire home/apt,4,1,1,2
16690607,Condominium,Entire home/apt,2,1,0,1
6991310,Apartment,Entire home/apt,4,1.5,2,2
17574739,Apartment,Entire home/apt,2,1,2,1
15133464,Condominium,Entire home/apt,4,1,1,2
14670143,Apartment,Entire home/apt,3,1,1,2
11905849,Apartment,Entire home/apt,2,1,1,1
5581575,Apartment,Entire home/apt,6,1,2,3
20884262,Apartment,Entire home/apt,2,1,0,1
